node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
CD5,1.0,0.0,1.0,2.0,5.858,1.0,0.10813,79.26429,5.90226,0.0,0.0,0.0,
HELZ2,7.0,0.0,1.0,14.0,25.329,5.0,0.10813,100.52262,6.6187,2080.37245,1030248.0,0.0,
MED13,7.0,0.56839,4.0,10.0,20.477,2.0,0.10813,96.97976,6.53441,1022.477,546728.0,0.13333,
MED25,6.0,0.56839,4.0,8.0,20.116,1.0,0.10813,96.47976,6.53219,244.477,266392.0,0.21429,
CD300E,1.0,0.0,1.0,2.0,1.647,1.0,0.0865,65.56071,4.90414,0.0,0.0,0.0,
FN1,8.0,0.61557,2.0,16.0,11.704,12.0,0.10813,89.92262,6.10854,7792.58692,7439416.0,0.01667,
SIGLEC10,2.0,0.0,1.0,4.0,1.912,2.0,0.0865,60.56548,4.3962,778.0,1851768.0,0.0,
CD24,2.0,0.0,1.0,4.0,3.792,3.0,0.09612,71.88135,5.25459,1552.0,2777640.0,0.0,
CD36,5.0,0.61557,2.0,10.0,24.746,2.0,0.10813,107.9369,6.89152,1660.56714,692888.0,0.04444,
CD163,1.0,0.0,1.0,2.0,6.53,1.0,0.09612,82.85397,6.02869,0.0,0.0,0.0,
MET,45.0,0.59858,10.0,22.0,43.4,13.0,0.12358,112.64048,6.9137,5280.02758,2558528.0,0.12987,
CD151,2.0,0.0,1.0,4.0,18.524,1.0,0.10813,101.175,6.74513,1395.18888,678312.0,0.0,
MYD88,10.0,0.51861,5.0,14.0,39.844,3.0,0.10813,107.22143,6.7784,2271.47466,1201064.0,0.08791,
LY96,4.0,0.61795,3.0,6.0,20.087,1.0,0.09612,88.99246,6.16178,67.9913,87880.0,0.26667,
CD14,2.0,0.61557,2.0,4.0,13.671,1.0,0.09612,82.38175,5.91779,0.0,0.0,0.33333,
CDKN2C,1.0,0.0,1.0,2.0,18.076,1.0,0.10813,101.38214,6.76953,0.0,0.0,0.0,
E2F4,8.0,0.56839,4.0,12.0,60.58,3.0,0.12358,117.5119,7.08005,1718.09282,1293904.0,0.09091,
FBXO4,1.0,0.0,1.0,2.0,20.376,1.0,0.10813,101.38214,6.76953,0.0,0.0,0.0,
GOLGA2,7.0,0.92693,3.0,8.0,45.597,1.0,0.10813,103.15952,6.64088,188.57564,69256.0,0.21429,
NUP43,260.0,0.91782,10.0,20.0,67.66,2.0,0.10813,115.52381,6.96915,1626.51559,1919648.0,0.24211,
PRKAR2B,9.0,0.61795,3.0,16.0,52.942,9.0,0.10813,120.03929,7.13994,4088.36394,1379456.0,0.06667,
CDC6,725.0,0.99135,8.0,18.0,70.076,1.0,0.10813,103.825,6.56103,627.20179,536808.0,0.22222,
CCL8,1.0,0.0,1.0,2.0,2.798,1.0,0.0865,63.66905,4.82207,0.0,0.0,0.0,
CCL3L3,8.0,0.75786,4.0,8.0,16.304,3.0,0.10813,95.9381,6.54107,774.0,666048.0,0.28571,
CXCL2,7.0,0.92693,3.0,8.0,22.436,1.0,0.10813,100.2381,6.67637,441.957,243384.0,0.21429,
CCR1,3.0,0.61557,2.0,6.0,8.551,2.0,0.09612,77.02937,5.68489,778.0,888080.0,0.13333,
IL1B,12.0,0.92693,3.0,18.0,46.341,10.0,0.12358,126.26905,7.34844,7040.50341,3181376.0,0.05229,
CCL3,8.0,0.75786,4.0,8.0,17.056,1.0,0.10813,95.9381,6.54107,774.0,666048.0,0.28571,
ZWINT,18.0,0.76079,6.0,12.0,53.232,5.0,0.09612,98.44921,6.38802,1615.02881,1277800.0,0.24242,
CENPC,5.0,0.61795,3.0,8.0,24.427,2.0,0.0865,78.35437,5.54072,778.66667,677440.0,0.14286,
PPM1F,1.0,0.0,1.0,2.0,8.189,1.0,0.09612,85.01944,6.13294,0.0,0.0,0.0,
CAMK2D,5.0,0.0,1.0,10.0,34.981,6.0,0.10813,111.64405,6.99577,2111.57842,640544.0,0.0,
CALCRL,1.0,0.0,1.0,2.0,1.257,1.0,0.00332,1.5,0.01991,0.0,0.0,0.0,
IAPP,2.0,0.0,1.0,4.0,1.424,3.0,0.00664,2.0,0.02323,2.0,8.0,0.0,
CALCR,1.0,0.0,1.0,2.0,1.259,1.0,0.00332,1.5,0.01991,0.0,0.0,0.0,
MEF2C,6.0,0.61795,3.0,10.0,42.57,2.0,0.12358,117.02143,7.15103,1117.59639,266256.0,0.08889,
CABIN1,1.0,0.0,1.0,2.0,11.074,1.0,0.10813,88.18095,6.28821,0.0,0.0,0.0,
CAB39L,1.0,0.0,1.0,2.0,6.012,1.0,0.09612,79.92302,5.87343,0.0,0.0,0.0,
SLC4A4,1.0,0.0,1.0,2.0,2.468,1.0,0.09612,68.60476,5.15699,0.0,0.0,0.0,
CA2,2.0,0.0,1.0,4.0,7.498,2.0,0.10813,84.57619,6.01982,778.0,447752.0,0.0,
C6orf25,1.0,0.0,1.0,2.0,14.732,1.0,0.12358,98.99762,6.73182,0.0,0.0,0.0,
C1QC,2.0,0.61557,2.0,4.0,2.0,1.0,0.0865,66.06071,4.90635,0.0,0.0,0.33333,
TYROBP,4.0,0.61557,2.0,8.0,4.443,4.0,0.09612,80.5119,5.76696,2326.0,1414024.0,0.07143,
C1QB,2.0,0.61557,2.0,4.0,2.168,1.0,0.0865,66.06071,4.90635,0.0,0.0,0.33333,
RPS23,3.0,0.0,1.0,6.0,1.713,6.0,0.00442,3.83333,0.05841,14.0,120.0,0.0,
NOP2,2.0,0.0,1.0,4.0,1.502,2.0,0.00442,3.16667,0.0531,8.0,88.0,0.0,
BYSL,2.0,0.0,1.0,4.0,1.565,6.0,0.00664,3.5,0.05841,12.0,120.0,0.0,
BTG2,1.0,0.0,1.0,2.0,17.722,1.0,0.10813,101.38214,6.76953,0.0,0.0,0.0,
SMARCA4,11.0,0.75786,4.0,14.0,41.176,5.0,0.12358,113.95952,7.02682,3131.42395,670712.0,0.08791,
BRWD1,1.0,0.0,1.0,2.0,9.194,1.0,0.10813,86.04762,6.16399,0.0,0.0,0.0,
MAPT,5.0,0.0,1.0,10.0,21.515,4.0,0.10813,98.87738,6.57434,1988.12532,669328.0,0.0,
STK11,4.0,0.61557,2.0,8.0,25.242,3.0,0.10813,102.77381,6.73625,1322.40156,390616.0,0.07143,
BRSK1,2.0,0.0,1.0,4.0,9.268,1.0,0.09612,86.07619,6.11742,112.91439,23544.0,0.0,
H2AFX,16.0,0.92693,3.0,26.0,58.046,13.0,0.10813,126.17024,7.21314,9960.90442,3608784.0,0.02462,
BLM,2.0,0.0,1.0,4.0,28.579,1.0,0.09612,98.73492,6.47231,22.82469,20712.0,0.0,
KLHL13,2.0,0.0,1.0,4.0,20.918,2.0,0.09612,93.29563,6.33035,778.0,221096.0,0.0,
NUP88,250.0,0.7582,10.0,20.0,70.225,3.0,0.10813,115.94048,6.97802,2016.68943,2329968.0,0.2,
JUNB,50.0,0.75809,8.0,16.0,64.668,2.0,0.12358,124.9381,7.27524,2605.12271,1149592.0,0.21667,
RORA,24.0,1.13679,4.0,8.0,47.66,1.0,0.10813,112.69167,7.00686,0.0,0.0,0.42857,
TNFRSF25,3.0,0.61557,2.0,6.0,8.178,2.0,0.09612,79.47857,5.75144,778.0,516928.0,0.13333,
TNFSF10,4.0,0.61795,3.0,6.0,16.196,2.0,0.09612,88.94881,6.16843,89.72322,17416.0,0.26667,
TNFRSF10A,8.0,0.51861,5.0,10.0,23.642,4.0,0.10813,99.19762,6.55216,1830.59686,858256.0,0.17778,
BHMT2,2.0,0.0,1.0,4.0,2.516,1.0,0.07864,68.00797,4.96181,481.73437,175816.0,0.0,
JAK2,22.0,0.47549,6.0,36.0,61.85,24.0,0.12358,132.2619,7.39502,11838.90114,4529368.0,0.01905,
LYN,61.0,0.51092,13.0,32.0,68.012,40.0,0.14417,138.0,7.59464,15912.14859,8329040.0,0.08065,
VAV2,30.0,0.85588,6.0,12.0,48.327,1.0,0.12358,114.62619,7.10002,171.87179,62912.0,0.27273,
CD72,3.0,0.61557,2.0,6.0,20.161,2.0,0.12358,101.08095,6.76509,778.0,131840.0,0.13333,
PAG1,11.0,0.51861,5.0,16.0,45.087,3.0,0.12358,115.85,7.10667,2429.38162,1224840.0,0.08333,
BCR,8.0,0.51861,5.0,10.0,39.118,1.0,0.12358,108.60238,6.94919,223.72277,73904.0,0.17778,
BID,5.0,0.61795,3.0,8.0,13.298,3.0,0.09612,84.14762,5.98211,276.29057,93120.0,0.14286,
BAX,2.0,0.0,1.0,4.0,14.594,4.0,0.10813,96.00714,6.57877,606.24027,191640.0,0.0,
EPHX2,7.0,0.92693,3.0,8.0,3.688,5.0,0.0865,72.17619,5.15034,1398.17042,1409016.0,0.21429,
GAD1,5.0,0.61557,2.0,10.0,6.362,12.0,0.10813,86.44405,6.11742,6581.70881,4398808.0,0.04444,
DDO,6.0,0.92693,3.0,6.0,2.493,1.0,0.0865,64.5754,4.65571,0.0,0.0,0.4,
BAAT,7.0,0.92693,3.0,8.0,3.075,5.0,0.09612,73.90873,5.35884,2094.7949,1969736.0,0.21429,
HIST1H3E,2.0,0.0,1.0,4.0,15.482,1.0,0.09612,95.6754,6.50558,46.20731,4488.0,0.0,
FNIP1,2.0,0.61557,2.0,4.0,7.909,1.0,0.0865,70.94802,5.25681,0.0,0.0,0.33333,
SEC13,132.0,0.71599,9.0,22.0,66.728,4.0,0.10813,116.19048,6.97359,3947.6267,2886120.0,0.13853,
ATP6V1B1,4.0,0.61795,3.0,6.0,16.385,1.0,0.09612,87.6996,6.11742,388.0,322200.0,0.26667,
ATP6V0B,4.0,0.61795,3.0,6.0,16.99,2.0,0.09612,87.6996,6.11742,388.0,322200.0,0.26667,
PTP4A1,1.0,0.0,1.0,2.0,2.004,1.0,0.0865,61.59008,4.62244,0.0,0.0,0.0,
ATF5,2.0,0.0,1.0,4.0,5.335,2.0,0.09612,73.85873,5.48527,778.0,950168.0,0.0,
DDIT3,14.0,0.66569,6.0,12.0,43.743,5.0,0.12358,117.2381,7.13329,1867.99251,1097744.0,0.21212,
CEBPG,7.0,0.92693,3.0,8.0,20.097,3.0,0.10813,91.90476,6.34366,1552.0,1425240.0,0.21429,
IGFBP1,2.0,0.0,1.0,4.0,22.539,1.0,0.10813,100.71667,6.69189,60.90612,45128.0,0.0,
TRIB3,7.0,0.92693,3.0,8.0,24.151,1.0,0.10813,93.0381,6.37027,67.67298,12968.0,0.21429,
ATF4,11.0,0.64826,5.0,12.0,41.441,1.0,0.12358,112.72619,7.01795,1387.55267,847248.0,0.15152,
CPS1,3.0,0.61557,2.0,6.0,2.446,1.0,0.0865,63.28294,4.56477,136.23357,77568.0,0.13333,
NAT8L,6.0,0.92693,3.0,6.0,2.827,1.0,0.07864,65.65837,4.81098,0.0,0.0,0.4,
IL4I1,8.0,0.92693,3.0,10.0,5.137,5.0,0.0865,78.44484,5.64275,3330.63806,2523192.0,0.13333,
ASS1,7.0,0.92693,3.0,8.0,3.258,1.0,0.07864,66.90599,4.83759,259.35149,162840.0,0.21429,
ASRGL1,6.0,0.92693,3.0,6.0,3.028,1.0,0.07864,65.65837,4.81098,0.0,0.0,0.4,
TTK,2.703489385824E12,1.70453,23.0,46.0,85.183,2.0,0.09612,110.74563,6.53885,337.09789,940872.0,0.3401,
CDCA3,4.826304E8,1.91596,13.0,26.0,81.472,1.0,0.09612,104.99563,6.50336,0.80253,72.0,0.46154,
DEPDC1,720.0,1.42647,6.0,12.0,64.034,1.0,0.09612,88.78254,5.89117,0.0,0.0,0.45455,
PTTG1,2.703006432E12,1.9406,20.0,40.0,83.868,1.0,0.09612,108.82897,6.52554,22.34441,8944.0,0.40513,
RRM2,1.308153370321E12,1.95908,17.0,36.0,83.334,4.0,0.09612,108.32897,6.52776,2332.03635,3390192.0,0.38413,
SMC4,725760.0,1.75583,10.0,20.0,76.74,1.0,0.09612,100.53254,6.39689,0.13333,8.0,0.46316,
CASC5,32.0,0.85588,6.0,12.0,57.786,1.0,0.0865,85.08016,5.70486,126.86254,106752.0,0.27273,
CDKN3,362880.0,1.71838,9.0,18.0,74.496,1.0,0.09612,99.69921,6.39024,0.0,0.0,0.47059,
BIRC5,2.703488659351E12,1.50448,24.0,50.0,84.998,16.0,0.10813,129.60833,7.18874,7825.81203,4802056.0,0.27265,
KIAA0101,4.82630401E8,1.91596,13.0,28.0,82.095,2.0,0.09612,105.99563,6.51445,364.70225,323392.0,0.39683,
MELK,2.70300639168E12,2.02361,19.0,38.0,84.495,1.0,0.09612,108.49563,6.52554,11.80503,4736.0,0.42959,
CCNB2,2.703489748926E12,1.50179,26.0,52.0,85.314,1.0,0.10813,115.51429,6.67193,659.29928,1032288.0,0.28808,
NUF2,8.7178654116E10,1.70003,17.0,34.0,83.584,1.0,0.09612,107.24563,6.51667,209.214,549352.0,0.37433,
NDC80,2.703006754598E12,1.66077,22.0,44.0,84.737,1.0,0.09612,110.24563,6.53663,909.33711,1398960.0,0.33615,
CCNB1,2.61631109486E12,1.26163,28.0,56.0,85.308,1.0,0.10813,129.96548,7.12885,5596.52454,4423216.0,0.23636,
NCAPG,2.70252815688E12,1.82005,21.0,42.0,84.644,1.0,0.09612,109.49563,6.52998,40.64079,17352.0,0.37398,
NEDD4,4.0,0.0,1.0,8.0,20.245,3.0,0.10813,93.92024,6.35918,2119.84527,889040.0,0.0,
ARRDC3,1.0,0.0,1.0,2.0,5.9,1.0,0.09612,74.18333,5.49636,0.0,0.0,0.0,
GAB1,24.0,0.40723,11.0,22.0,53.486,14.0,0.12358,121.87619,7.20205,8649.32863,4507160.0,0.1039,
ICAM1,2.0,0.0,1.0,4.0,4.654,2.0,0.09612,79.17857,5.75809,778.0,471400.0,0.0,
ARHGEF26,1.0,0.0,1.0,2.0,1.561,1.0,0.0865,65.06071,4.89526,0.0,0.0,0.0,
ARHGAP6,1.0,0.0,1.0,2.0,1.849,1.0,0.07864,61.16988,4.57364,0.0,0.0,0.0,
ARHGAP5,2.0,0.0,1.0,4.0,10.29,4.0,0.09612,89.63492,6.29042,2322.0,920840.0,0.0,
KDELR3,3.0,0.0,1.0,6.0,3.748,3.0,0.0865,73.44444,5.43647,1554.0,736696.0,0.0,
ARHGAP4,1.0,0.0,1.0,2.0,1.736,1.0,0.07864,61.16988,4.57364,0.0,0.0,0.0,
NCOR2,11.0,0.56839,4.0,18.0,56.081,4.0,0.12358,123.59762,7.29964,1619.52305,432360.0,0.03922,
ATRX,2.0,0.0,1.0,4.0,17.562,1.0,0.10813,104.07024,6.88043,250.41704,45432.0,0.0,
JUN,100.0,0.30665,26.0,60.0,83.696,150.0,0.14417,153.83333,7.77653,31442.28549,1.3177808E7,0.04407,
DYNC1H1,2.0,0.0,1.0,4.0,15.402,3.0,0.10813,103.3369,6.85825,1552.0,332904.0,0.0,
PKN1,5.0,0.61557,2.0,10.0,39.011,6.0,0.10813,117.6869,7.13994,4479.42565,1527224.0,0.04444,
HSPA4,12.0,0.61795,3.0,22.0,54.692,21.0,0.12358,122.67381,7.23532,9114.73583,3362720.0,0.02597,
EGFR,77.0,0.42605,18.0,46.0,70.574,40.0,0.12358,138.09286,7.48818,22027.56292,9654440.0,0.05797,
MAPK14,47.0,0.34102,16.0,50.0,76.993,42.0,0.12358,148.60952,7.70333,24721.26487,8621464.0,0.03102,
CCND1,52.0,0.49759,12.0,32.0,80.369,4.0,0.12358,143.09286,7.63235,18069.75103,1.0405608E7,0.06855,
MRI1,1.0,0.0,1.0,2.0,1.223,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
APIP,1.0,0.0,1.0,2.0,1.223,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
SPP1,3.0,0.61557,2.0,6.0,3.843,2.0,0.09612,72.13135,5.25237,778.0,925936.0,0.13333,
AP4M1,1.0,0.0,1.0,2.0,1.728,1.0,0.0865,59.93214,4.38955,0.0,0.0,0.0,
SDR16C5,1.0,0.0,1.0,2.0,2.266,1.0,0.07864,62.93341,4.51154,0.0,0.0,0.0,
PDXK,1.0,0.0,1.0,2.0,2.235,1.0,0.07864,62.93341,4.51154,0.0,0.0,0.0,
CYP3A5,2.0,0.61557,2.0,4.0,3.183,1.0,0.0865,71.175,5.1459,0.0,0.0,0.33333,
FLNA,6.0,0.61557,2.0,12.0,23.541,5.0,0.10813,110.24405,6.97359,3452.78238,584192.0,0.0303,
MANF,2.0,0.61557,2.0,4.0,6.984,1.0,0.09612,84.74802,6.11298,0.0,0.0,0.33333,
ANXA5,2.0,0.61557,2.0,4.0,7.472,1.0,0.09612,84.74802,6.11298,0.0,0.0,0.33333,
KIF20A,2.703488745841E12,1.74327,23.0,48.0,85.086,2.0,0.09612,111.24563,6.54107,385.53451,307776.0,0.31915,
ASPM,2.703489834504E12,1.57255,26.0,52.0,85.222,1.0,0.09612,112.24563,6.5455,385.87042,953976.0,0.30166,
CDK1,2.703489834876E12,1.00837,36.0,72.0,85.01,29.0,0.10813,136.58452,7.22866,12348.14766,7419096.0,0.17449,
TOP2A,2.703489834603E12,1.42107,28.0,58.0,85.386,1.0,0.10813,118.3881,6.72295,1583.79201,1945624.0,0.24803,
CENPF,2.70252711384E12,1.77483,21.0,42.0,84.606,1.0,0.09612,109.32897,6.52776,123.85263,263272.0,0.36469,
KIF14,240.0,1.33138,6.0,12.0,64.611,1.0,0.09612,98.33254,6.38802,0.22222,8.0,0.42424,
KIF4A,1.30815340992E12,1.99146,17.0,34.0,84.184,1.0,0.09612,106.99563,6.51223,9.62922,4136.0,0.4385,
PBK,2.70300647736E12,1.87657,21.0,42.0,85.012,1.0,0.09612,109.32897,6.52776,33.11832,13136.0,0.3856,
HMMR,45360.0,1.62292,9.0,18.0,73.255,1.0,0.09612,99.99921,6.39689,0.44444,16.0,0.44444,
KIF11,2.703489426721E12,1.75296,23.0,48.0,85.002,2.0,0.09612,110.99563,6.53663,906.53392,946472.0,0.32092,
ANLN,45480.0,1.5164,10.0,20.0,77.108,1.0,0.09612,100.66587,6.40133,3.01905,104.0,0.4,
SPTBN1,3.0,0.0,1.0,6.0,11.443,3.0,0.10813,92.46071,6.40355,1554.0,757368.0,0.0,
ANK2,1.0,0.0,1.0,2.0,2.802,1.0,0.09612,73.75516,5.54072,0.0,0.0,0.0,
ENPP1,2.0,0.0,1.0,4.0,1.4,3.0,0.00664,2.0,0.02323,2.0,8.0,0.0,
ALPL,1.0,0.0,1.0,2.0,1.23,1.0,0.00332,1.5,0.01991,0.0,0.0,0.0,
MAPKAPK2,4.0,0.61557,2.0,8.0,29.848,4.0,0.10813,112.33929,7.05787,3280.37109,1861928.0,0.07143,
CYP2B6,6.0,0.61557,2.0,12.0,7.264,11.0,0.09612,85.30079,5.92223,4500.55517,4642000.0,0.0303,
COTL1,1.0,0.0,1.0,2.0,2.217,1.0,0.0865,72.69603,5.4764,0.0,0.0,0.0,
ALOX5,3.0,0.0,1.0,6.0,7.385,2.0,0.09612,90.79802,6.33922,1979.70442,1607224.0,0.0,
FBP1,4.0,0.61795,3.0,6.0,1.759,2.0,0.00553,3.5,0.04148,2.0,24.0,0.26667,
PFKP,4.0,0.61795,3.0,6.0,1.809,1.0,0.00553,3.5,0.04148,2.0,24.0,0.26667,
ALDOB,2.0,0.61557,2.0,4.0,1.555,1.0,0.00369,2.83333,0.03595,0.0,0.0,0.33333,
MTHFD1,1.0,0.0,1.0,2.0,1.207,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
ALDH1L1,1.0,0.0,1.0,2.0,1.207,1.0,0.00442,1.0,0.01327,0.0,0.0,0.0,
CREB1,33.0,0.47886,10.0,34.0,70.643,15.0,0.12358,135.18571,7.46378,7858.6102,2740152.0,0.04635,
PIK3R3,6.0,0.61795,3.0,10.0,27.253,4.0,0.12358,107.1381,6.88486,1675.1627,633744.0,0.08889,
PML,14.0,0.56839,4.0,22.0,61.318,5.0,0.10813,120.07262,7.14216,5748.33455,5342424.0,0.05195,
AKT3,6.0,0.61795,3.0,10.0,42.994,4.0,0.12358,115.02381,7.11111,1561.48047,471488.0,0.08889,
AKT1S1,2.0,0.61557,2.0,4.0,18.341,1.0,0.10813,94.20595,6.49892,0.0,0.0,0.33333,
CYP1B1,2.0,0.0,1.0,4.0,5.756,1.0,0.09612,86.48254,6.21057,1116.28948,1007112.0,0.0,
AR,22.0,0.46652,8.0,28.0,72.445,22.0,0.12358,144.07619,7.7122,22288.73992,8096648.0,0.04233,
AHR,2.0,0.0,1.0,4.0,15.907,2.0,0.10813,104.76786,6.92479,1759.91777,1097512.0,0.0,
HIBADH,6.0,0.92693,3.0,6.0,5.225,1.0,0.0865,73.13611,5.22575,0.0,0.0,0.4,
GPT2,1.0,0.0,1.0,2.0,2.06,1.0,0.07864,61.51714,4.41394,0.0,0.0,0.0,
CTH,3.0,0.0,1.0,6.0,2.476,1.0,0.0865,68.99563,4.92632,682.70232,223768.0,0.0,
ALAS2,1.0,0.0,1.0,2.0,1.873,1.0,0.07864,61.51714,4.41394,0.0,0.0,0.0,
AGXT2,9.0,0.92693,3.0,12.0,5.288,3.0,0.0865,75.73849,5.27677,2293.42479,1386880.0,0.09091,
LAMA2,144.0,1.23628,6.0,12.0,24.629,1.0,0.10813,88.98452,6.10411,70.55123,36656.0,0.39394,
DMD,121.0,1.29653,5.0,12.0,19.819,2.0,0.10813,85.48929,5.96215,778.0,593000.0,0.30303,
LAMA3,144.0,1.23628,6.0,12.0,25.017,1.0,0.10813,88.98452,6.10411,70.55123,36656.0,0.39394,
LAMC2,150.0,0.93303,8.0,16.0,35.172,4.0,0.12358,106.97381,6.78062,3233.87691,1888000.0,0.26667,
LAMA5,145.0,1.23628,6.0,14.0,25.63,1.0,0.10813,91.84524,6.18174,2461.87807,925136.0,0.28571,
HS3ST1,2.0,0.0,1.0,4.0,13.514,1.0,0.10813,86.58214,6.17065,184.51298,90856.0,0.0,
AGRN,121.0,1.29653,5.0,12.0,21.582,1.0,0.10813,86.41667,6.01095,125.44787,44792.0,0.30303,
AGPAT9,2.0,0.61557,2.0,4.0,1.563,1.0,0.00332,3.08333,0.05044,0.0,0.0,0.33333,
CDS1,2.0,0.0,1.0,4.0,1.551,6.0,0.00664,3.5,0.05841,12.0,120.0,0.0,
GPAM,2.0,0.61557,2.0,4.0,1.522,1.0,0.00332,3.08333,0.05044,0.0,0.0,0.33333,
AGPAT2,3.0,0.61557,2.0,6.0,1.715,6.0,0.00442,3.83333,0.05841,12.0,112.0,0.13333,
ADHFE1,1.0,0.0,1.0,2.0,2.7,1.0,0.0865,69.39802,5.13925,0.0,0.0,0.0,
AOX1,11.0,0.92693,3.0,16.0,6.128,4.0,0.0865,78.40119,5.37436,3040.57022,2814304.0,0.06667,
ADH1C,1.0,0.0,1.0,2.0,2.312,1.0,0.07864,62.93341,4.51154,0.0,0.0,0.0,
ADCY2,4.0,0.61795,3.0,6.0,19.83,1.0,0.10813,97.03571,6.59208,12.39541,2872.0,0.26667,
GNAI1,18.0,0.57059,6.0,24.0,57.9,14.0,0.12358,130.10476,7.42385,9828.91157,3441408.0,0.05797,
EDNRA,4.0,0.61557,2.0,8.0,28.778,1.0,0.10813,107.17976,6.88043,269.10882,51104.0,0.14286,
ADCY1,4.0,0.61795,3.0,6.0,18.579,1.0,0.10813,97.03571,6.59208,12.39541,2872.0,0.26667,
TGFB1,14.0,0.75786,4.0,20.0,46.575,22.0,0.12358,123.2,7.2575,13269.05077,1.088888E7,0.05263,
ACVRL1,2.0,0.0,1.0,4.0,10.579,4.0,0.10813,92.17738,6.40798,2322.0,2649640.0,0.0,
INHBB,1.0,0.0,1.0,2.0,1.262,1.0,0.07864,53.81374,3.83281,0.0,0.0,0.0,
INHBA,2.0,0.0,1.0,4.0,3.691,3.0,0.09612,74.63849,5.55403,1552.0,2271144.0,0.0,
ACVR1B,2.0,0.0,1.0,4.0,1.878,2.0,0.0865,62.85198,4.69564,778.0,1514104.0,0.0,
ARPC1B,4.0,0.61795,3.0,6.0,15.375,2.0,0.10813,92.05476,6.3614,299.42179,199112.0,0.26667,
WASL,8.0,0.56839,4.0,12.0,22.166,8.0,0.10813,97.82619,6.49227,5870.59954,3711808.0,0.09091,
ACTR3B,2.0,0.61557,2.0,4.0,8.325,1.0,0.09612,76.88413,5.63166,0.0,0.0,0.33333,
ZYX,4.0,0.61557,2.0,8.0,14.177,1.0,0.10813,89.67143,6.21057,300.57233,40392.0,0.07143,
CDH1,19.0,0.94732,4.0,22.0,36.06,8.0,0.12358,111.44762,6.87821,5774.43133,2075368.0,0.05195,
ACTN1,2.0,0.61557,2.0,4.0,10.66,1.0,0.10813,84.82619,6.02426,0.0,0.0,0.33333,
TFEB,2.0,0.0,1.0,4.0,3.749,2.0,0.09612,79.89722,5.84238,778.0,261448.0,0.0,
ACSS3,6.0,0.92693,3.0,6.0,6.81,1.0,0.09612,82.43294,5.91779,0.0,0.0,0.4,
PCCA,7.0,0.92693,3.0,8.0,6.677,2.0,0.09612,82.93294,5.92001,778.0,252296.0,0.21429,
SIRT1,12.0,0.51861,5.0,18.0,52.101,21.0,0.12358,128.00476,7.40389,13380.48234,5074848.0,0.05229,
FASN,1.0,0.0,1.0,2.0,1.927,1.0,0.0865,66.47579,5.02169,0.0,0.0,0.0,
MLXIPL,2.0,0.0,1.0,4.0,13.907,3.0,0.09612,91.87659,6.37471,787.59522,185976.0,0.0,
ACLY,3.0,0.0,1.0,6.0,5.768,2.0,0.09612,81.29365,5.88452,884.78562,279896.0,0.0,
CS,4.0,0.61557,2.0,8.0,11.621,4.0,0.10813,92.08333,6.35475,1305.65577,329944.0,0.07143,
ALDH6A1,15.0,0.75786,4.0,16.0,8.38,6.0,0.09612,87.51389,6.00208,5505.51779,3181112.0,0.11667,
ACSS2,12.0,0.64826,5.0,14.0,15.825,13.0,0.10813,102.24286,6.70077,9844.36538,4266080.0,0.10989,
ACAT1,4.0,0.61795,3.0,6.0,7.91,1.0,0.09612,83.3496,5.94884,172.73102,42280.0,0.26667,
PLD1,2.0,0.0,1.0,4.0,1.495,2.0,0.00442,3.16667,0.0531,8.0,88.0,0.0,
ACAP1,1.0,0.0,1.0,2.0,1.262,1.0,0.00332,2.33333,0.04248,0.0,0.0,0.0,
SLC27A2,8.0,0.92693,3.0,10.0,2.936,3.0,0.0865,65.5754,4.66015,1554.0,2130872.0,0.13333,
ACADL,1.0,0.0,1.0,2.0,1.71,1.0,0.07864,54.84697,3.79732,0.0,0.0,0.0,
FOXO1,41.0,0.52506,9.0,32.0,69.921,13.0,0.12358,132.9881,7.42164,7476.06354,2202328.0,0.04435,
ABCA6,1.0,0.0,1.0,2.0,15.055,1.0,0.10813,95.90952,6.55881,0.0,0.0,0.0,
