node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
ALDH1L1,1.0,0.0,1.0,2.0,1.272,1.0,0.00733,1.0,0.02198,0.0,0.0,0.0,
CDH1,10.0,0.92693,3.0,14.0,10.985,13.0,0.07759,49.34174,7.14789,3386.27372,5786096.0,0.06593,
AJUBA,1.0,0.0,1.0,2.0,4.549,1.0,0.07112,39.01364,6.29809,0.0,0.0,0.0,
GLDC,3.0,0.61557,2.0,6.0,20.525,1.0,0.09483,53.8754,7.72914,181.66667,230800.0,0.13333,
GPT2,1.0,0.0,1.0,2.0,14.599,1.0,0.09483,51.3254,7.67028,0.0,0.0,0.0,
CTH,4.0,0.0,1.0,8.0,18.772,6.0,0.09483,54.15873,7.71811,2048.66667,1582480.0,0.0,
GPAM,1.0,0.0,1.0,2.0,1.278,1.0,0.00733,1.0,0.02198,0.0,0.0,0.0,
AGPAT9,1.0,0.0,1.0,2.0,1.278,1.0,0.00733,1.0,0.02198,0.0,0.0,0.0,
ASS1,2.0,0.0,1.0,4.0,4.556,2.0,0.07759,37.57991,6.06633,462.0,904536.0,0.0,
ADSSL1,1.0,0.0,1.0,2.0,1.99,1.0,0.07112,31.88799,5.21653,0.0,0.0,0.0,
CXCR4,6.0,0.0,1.0,12.0,25.508,8.0,0.10668,60.09286,8.18531,1543.19197,483336.0,0.0,
ADRBK2,1.0,0.0,1.0,2.0,8.223,1.0,0.09483,46.47183,7.33551,0.0,0.0,0.0,
PDE7B,1.0,0.0,1.0,2.0,1.292,1.0,0.00733,1.0,0.02198,0.0,0.0,0.0,
ADK,1.0,0.0,1.0,2.0,1.292,1.0,0.00733,1.0,0.02198,0.0,0.0,0.0,
MAOA,5.0,0.61795,3.0,8.0,34.146,1.0,0.09483,55.56587,7.79168,96.94548,41088.0,0.14286,
ADH1C,8.0,0.75786,4.0,8.0,36.752,1.0,0.09483,54.10873,7.72179,3.03497,288.0,0.28571,
ADH1B,20.0,0.85588,6.0,12.0,40.566,1.0,0.09483,55.2754,7.73282,6.43973,352.0,0.27273,
CYP26A1,20.0,0.65858,7.0,14.0,40.016,1.0,0.09483,57.39921,7.81008,80.3428,8544.0,0.1978,
ADH1A,8.0,0.75786,4.0,8.0,36.707,1.0,0.09483,54.10873,7.72179,3.03497,288.0,0.28571,
PCK1,3.0,0.61557,2.0,6.0,33.658,6.0,0.10668,64.75238,8.5164,1092.38482,457040.0,0.13333,
DBT,7.0,0.56839,4.0,10.0,25.591,3.0,0.09483,54.0754,7.70339,719.85556,894248.0,0.13333,
BCKDHB,6.0,0.56839,4.0,8.0,17.33,1.0,0.09483,50.33492,7.53049,243.33333,441432.0,0.21429,
ACADSB,4.0,0.61557,2.0,8.0,31.88,2.0,0.10668,62.84286,8.35822,1072.14444,1108816.0,0.14286,
ACSL1,2.0,0.0,1.0,4.0,12.44,4.0,0.09483,49.91825,7.54152,110.37744,132744.0,0.0,
SLC27A2,4.0,0.61795,3.0,6.0,29.514,1.0,0.10668,62.25952,8.36557,19.9,2840.0,0.26667,
ACSL4,2.0,0.0,1.0,4.0,12.523,1.0,0.09483,49.91825,7.54152,110.37744,132744.0,0.0,
ACADL,4.0,0.61557,2.0,8.0,26.798,6.0,0.10668,62.50952,8.35086,1080.79136,499016.0,0.07143,
FASN,6.0,0.61557,2.0,12.0,18.254,3.0,0.09483,50.55992,7.41645,966.76353,722096.0,0.0303,
ACLY,3.0,0.61557,2.0,6.0,20.59,5.0,0.09483,54.87937,7.91308,792.58991,396624.0,0.13333,
ACACB,4.0,0.61557,2.0,8.0,27.445,1.0,0.09483,56.12302,7.87629,639.69331,316544.0,0.14286,
FOXO1,35.0,0.58315,8.0,22.0,68.881,11.0,0.10668,80.19762,8.97625,4674.43047,3137512.0,0.08658,
ABCA6,1.0,0.0,1.0,2.0,19.877,1.0,0.09483,57.42817,8.12645,0.0,0.0,0.0,
ALDH6A1,53.0,0.80493,7.0,16.0,49.425,5.0,0.10668,69.24286,8.52376,1426.80717,775608.0,0.18333,
AOX1,47.0,0.58315,8.0,26.0,51.097,13.0,0.10668,72.07619,8.55687,4709.41158,2122096.0,0.09846,
GAD1,8.0,0.56839,4.0,12.0,23.899,4.0,0.09483,55.54206,7.74386,1090.66667,904256.0,0.09091,
GLUL,13.0,0.57059,6.0,14.0,24.834,5.0,0.09483,55.85873,7.7365,2151.66667,2244728.0,0.13187,
ALDH2,30.0,0.56839,4.0,16.0,49.221,1.0,0.10668,67.52619,8.47594,850.26589,462712.0,0.15,
AGXT2,51.0,1.16687,5.0,16.0,46.824,9.0,0.10668,69.07619,8.52008,3443.35082,2133304.0,0.15,
ABAT,50.0,1.16687,5.0,14.0,46.328,10.0,0.10668,68.87619,8.52376,3955.35082,3354232.0,0.21978,
KYNU,1.0,0.0,1.0,2.0,1.298,1.0,0.00733,1.0,0.02198,0.0,0.0,0.0,
AADAT,1.0,0.0,1.0,2.0,1.298,1.0,0.00733,1.0,0.02198,0.0,0.0,0.0,
ACAT1,8.0,0.51861,5.0,10.0,37.54,1.0,0.10668,63.50952,8.36925,265.41191,186832.0,0.17778,
EHHADH,90.0,0.69977,8.0,36.0,62.416,119.0,0.12193,86.1381,9.15651,19559.04026,1.3106208E7,0.07302,
AACS,2.0,0.61557,2.0,4.0,24.958,1.0,0.10668,61.00952,8.32879,0.0,0.0,0.33333,
