node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
KLHL13,1.0,0.0,1.0,2.0,111.884,1.0,0.06623,72.30202,10.78198,0.0,0.0,0.0,
NUP50,10224.0,1.25564,11.0,22.0,191.66,1.0,0.06623,88.99369,11.22869,1352.63328,5008704.0,0.32035,
NUP155,10224.0,1.25564,11.0,22.0,191.66,1.0,0.06623,88.99369,11.22869,1352.63328,5008704.0,0.32035,
FANCL,3.0,0.61557,2.0,6.0,170.13,1.0,0.06114,62.34757,10.23955,20.97668,6128.0,0.13333,
BLM,6.0,0.61557,2.0,12.0,187.767,4.0,0.06623,79.98178,10.97343,1416.43087,2509632.0,0.0303,
BHLHE40,2.0,0.61557,2.0,4.0,146.488,1.0,0.06114,60.40709,10.18733,0.0,0.0,0.33333,
RORA,720.0,1.42647,6.0,12.0,191.077,1.0,0.07225,85.26714,11.22869,0.0,0.0,0.45455,
CCND1,820.0,0.72107,15.0,34.0,191.66,20.0,0.07225,102.25642,11.63769,6450.27505,2.554688E7,0.12834,
BATF,744.0,1.31715,7.0,14.0,191.478,1.0,0.07225,88.1338,11.30121,93.47967,59448.0,0.3956,
HSPA4,134.0,0.71599,9.0,26.0,191.277,17.0,0.06114,80.57773,10.94442,5272.68996,1.5910328E7,0.09231,
HSPA8,132.0,0.71599,9.0,22.0,191.454,8.0,0.06623,84.12464,11.16198,4919.21221,1.9377248E7,0.12987,
BAG4,2.0,0.61557,2.0,4.0,160.074,1.0,0.06114,64.31344,10.4571,0.0,0.0,0.33333,
DDO,2.0,0.61557,2.0,4.0,20.424,1.0,0.05299,31.22866,6.26556,0.0,0.0,0.33333,
BAAT,3.0,0.61557,2.0,6.0,26.73,6.0,0.05677,35.53246,7.04585,2690.0,1.0280688E8,0.13333,
FOS,920.0,0.71794,16.0,36.0,191.66,10.0,0.07948,100.01468,11.57678,6531.73964,2.846404E7,0.12698,
JUNB,756.0,1.05012,9.0,18.0,191.66,1.0,0.07225,90.70047,11.35342,408.22749,188816.0,0.28758,
ATF3,6.0,0.92693,3.0,6.0,179.748,1.0,0.07225,74.47785,10.93862,0.0,0.0,0.4,
RFC5,17.0,0.5854,7.0,16.0,190.881,3.0,0.06114,72.11979,10.54412,675.25038,2241792.0,0.13333,
RFC1,9.0,0.51861,5.0,12.0,189.405,1.0,0.06114,70.95432,10.57603,409.48885,2361752.0,0.12121,
ATAD5,2.0,0.61557,2.0,4.0,157.298,1.0,0.05677,56.47627,9.85955,0.0,0.0,0.33333,
CDK1,9.223372036854777E13,1.09948,44.0,88.0,191.66,78.0,0.06623,113.84845,11.62899,7043.10049,1.6831328E7,0.17868,
TTK,9.223372036854777E13,1.82204,29.0,58.0,191.66,4.0,0.06623,96.89964,11.22869,249.75373,683848.0,0.33757,
NUSAP1,9.223372036854777E13,1.9479,28.0,56.0,191.66,1.0,0.06623,96.39964,11.22579,107.78822,316616.0,0.36494,
TOP2A,9.223372036854777E13,1.48477,35.0,74.0,191.66,5.0,0.06623,103.60559,11.35923,2478.17005,4222664.0,0.23177,
KIF4A,9.223372036854777E13,2.29484,21.0,42.0,191.66,1.0,0.06623,92.23297,11.19098,0.98392,88.0,0.47154,
KIF20A,9.223372036854777E13,1.9394,27.0,54.0,191.66,2.0,0.06623,95.89964,11.22289,154.48506,330544.0,0.36758,
HMMR,3.99168E7,1.86649,11.0,22.0,191.66,1.0,0.06114,81.13487,10.89801,0.0,0.0,0.47619,
PBK,9.223372036854777E13,2.16941,23.0,46.0,191.66,1.0,0.06623,93.23297,11.19678,26.71017,133000.0,0.43285,
CDCA3,2.22366912768E13,2.14496,18.0,36.0,191.66,1.0,0.06623,91.06631,11.19098,3.26692,1096.0,0.46349,
CKS2,3.99168E7,1.86649,11.0,22.0,191.66,1.0,0.06623,85.57821,11.09236,0.0,0.0,0.47619,
DEPDC1,362880.0,1.71838,9.0,18.0,191.66,1.0,0.06114,76.25273,10.70656,0.0,0.0,0.47059,
PTTG1,9.223372036854777E13,2.10808,24.0,48.0,191.66,1.0,0.06623,93.73297,11.19969,33.54654,135376.0,0.41489,
KIF14,5040.0,1.53668,7.0,14.0,191.485,1.0,0.06114,78.63487,10.8748,0.0,0.0,0.46154,
CENPF,9.223372036854777E13,2.06303,24.0,48.0,191.66,1.0,0.06623,93.73297,11.19969,80.34764,248696.0,0.40603,
RRM2,9.223372036854777E13,2.03679,22.0,44.0,191.66,1.0,0.06623,94.56631,11.2461,160.28957,500800.0,0.41226,
SMC4,4.790016E8,1.93182,12.0,24.0,191.66,1.0,0.06114,84.97058,11.03725,0.0,0.0,0.47826,
CASC5,54.0,0.95128,7.0,14.0,191.474,1.0,0.06114,70.81265,10.47451,7.48827,352.0,0.28571,
CDKN3,3.99168E7,1.86649,11.0,22.0,191.66,1.0,0.06114,83.41582,10.98213,0.0,0.0,0.47619,
BIRC5,9.223372036854777E13,1.45747,33.0,68.0,191.66,3.0,0.07225,107.6588,11.57388,6367.34432,1.830004E7,0.24407,
TPX2,9.223372036854777E13,2.2372,23.0,46.0,191.66,1.0,0.06623,93.23297,11.19678,17.63731,68048.0,0.44638,
KIAA0101,1.313901388804E12,2.09996,16.0,38.0,191.66,2.0,0.06623,92.39964,11.20839,1452.36932,4105984.0,0.33855,
MELK,9.223372036854777E13,2.2248,22.0,44.0,191.66,1.0,0.06623,93.39964,11.20839,13.70886,66320.0,0.45032,
CCNB2,9.223372036854777E13,1.38821,36.0,72.0,191.66,4.0,0.06623,106.01035,11.46655,2083.87554,6709608.0,0.24022,
CCNA2,9.223372036854777E13,1.4231,35.0,74.0,191.66,24.0,0.06623,107.6544,11.46655,6822.3746,8687936.0,0.22214,
PLK4,720.0,1.42647,6.0,12.0,191.465,1.0,0.06114,78.51701,10.8719,0.0,0.0,0.45455,
CENPE,9.223372036854777E13,1.63962,24.0,48.0,191.66,2.0,0.06623,93.73297,11.19969,397.60193,1003232.0,0.3227,
NDC80,9.223372036854777E13,1.60653,29.0,58.0,191.66,3.0,0.06623,96.89964,11.22869,1308.11125,1604208.0,0.29764,
KIF11,9.223372036854777E13,1.85779,28.0,58.0,191.66,2.0,0.06623,98.97345,11.32152,3325.99147,2024032.0,0.32426,
CCNB1,9.223372036854777E13,1.19458,40.0,80.0,191.66,2.0,0.06623,111.68178,11.61159,5886.58876,1.5806048E7,0.2,
NCAPG,9.223372036854777E13,1.88041,27.0,54.0,191.66,1.0,0.06623,96.29964,11.2403,185.3052,733264.0,0.35639,
DLGAP5,9.223372036854777E13,1.99102,27.0,56.0,191.66,4.0,0.06623,96.64964,11.23159,1729.15645,2825584.0,0.35065,
ASPM,9.223372036854777E13,1.74336,31.0,62.0,191.66,1.0,0.06623,97.89964,11.23449,288.90515,817376.0,0.31623,
JUN,222.0,0.46673,20.0,44.0,191.66,53.0,0.07948,99.93492,11.58548,8553.33663,4.5477048E7,0.08034,
ASPH,2.0,0.61557,2.0,4.0,161.98,1.0,0.07225,72.73975,10.91832,0.0,0.0,0.33333,
CYP2B6,8.0,0.92693,3.0,10.0,85.878,18.0,0.07948,56.70119,9.94367,8710.99805,1.23890808E8,0.13333,
CYP3A5,7.0,0.92693,3.0,8.0,79.596,2.0,0.07225,48.69729,9.22139,546.0,1021912.0,0.21429,
NRCAM,2.0,0.0,1.0,4.0,62.109,2.0,0.05677,46.22155,9.11987,546.0,1264072.0,0.0,
SPTBN1,2.0,0.0,1.0,4.0,64.243,2.0,0.05677,46.22155,9.11987,546.0,1264072.0,0.0,
ANK2,3.0,0.0,1.0,6.0,100.441,5.0,0.06114,55.86781,9.90596,2168.0,3792120.0,0.0,
MAOA,3.0,0.0,1.0,6.0,74.109,2.0,0.07225,46.36555,8.95453,800.17458,6755304.0,0.0,
MTHFD1,1.0,0.0,1.0,2.0,1.572,1.0,0.00578,1.0,0.01734,0.0,0.0,0.0,
ALDH1L1,1.0,0.0,1.0,2.0,1.572,1.0,0.00578,1.0,0.01734,0.0,0.0,0.0,
GLDC,1.0,0.0,1.0,2.0,1.599,1.0,0.00578,1.0,0.01734,0.0,0.0,0.0,
ALAS2,1.0,0.0,1.0,2.0,1.599,1.0,0.00578,1.0,0.01734,0.0,0.0,0.0,
FOXO1,727.0,0.99135,8.0,22.0,191.66,7.0,0.07225,91.30404,11.35923,2271.38748,797168.0,0.14719,
CREB1,170.0,0.64394,12.0,28.0,191.66,30.0,0.07948,96.68492,11.60289,9050.39021,3.2831736E7,0.1164,
CDKN1A,142.0,0.63865,13.0,30.0,191.66,5.0,0.07225,100.06595,11.60289,6083.19914,2.5251088E7,0.11494,
PPP2R1B,5.0,0.61795,3.0,8.0,169.907,2.0,0.06623,68.5167,10.66015,670.7163,392240.0,0.14286,
CBFB,10.0,0.75786,4.0,12.0,187.633,15.0,0.06623,86.45559,11.2577,5087.57821,1.7018248E7,0.12121,
MAP3K8,1.0,0.0,1.0,2.0,114.046,1.0,0.06623,62.5048,10.4542,0.0,0.0,0.0,
PIK3R3,1.0,0.0,1.0,2.0,114.861,1.0,0.06623,62.5048,10.4542,0.0,0.0,0.0,
PPP2R5A,7.0,0.56839,4.0,10.0,175.181,6.0,0.06623,69.5167,10.67466,2854.45695,4189576.0,0.13333,
GSK3A,2.0,0.61557,2.0,4.0,152.266,1.0,0.06623,64.13813,10.50061,0.0,0.0,0.33333,
AKT3,11.0,0.61795,3.0,18.0,188.366,12.0,0.07225,84.57666,11.2461,5066.88467,8934192.0,0.05229,
BHMT2,1.0,0.0,1.0,2.0,40.688,1.0,0.05299,44.40785,8.99514,0.0,0.0,0.0,
DNMT1,2.0,0.0,1.0,4.0,112.681,3.0,0.06114,67.14558,10.57313,1088.0,3110664.0,0.0,
AHCY,2.0,0.0,1.0,4.0,67.54,2.0,0.05677,53.67508,9.78703,546.0,2073784.0,0.0,
MME,2.0,0.0,1.0,4.0,146.192,1.0,0.05677,55.03659,9.81314,8.8,488.0,0.0,
CXCR4,9.0,0.61795,3.0,16.0,190.46,33.0,0.06623,77.6294,10.97343,6393.0285,3.2252432E7,0.03333,
CXCL12,11.0,0.64826,5.0,12.0,186.101,6.0,0.06114,71.38646,10.66305,2970.77931,1.4427472E7,0.15152,
PRG2,1.0,0.0,1.0,2.0,110.449,1.0,0.05677,52.95802,9.73482,0.0,0.0,0.0,
SLC9A3R1,8.0,0.92693,3.0,10.0,171.929,5.0,0.05677,62.91913,10.24825,2166.0,2.0553592E7,0.13333,
CFTR,8.0,0.92693,3.0,10.0,186.06,11.0,0.06114,72.20987,10.76748,3564.8051,1.8775952E7,0.17778,
AGT,11.0,0.75786,4.0,14.0,185.137,5.0,0.06114,68.42932,10.52672,2882.48776,1.16354E7,0.08791,
LAMA2,24.0,1.13679,4.0,8.0,104.968,1.0,0.05677,51.56953,9.48246,0.0,0.0,0.42857,
DMD,25.0,1.13679,4.0,10.0,105.414,2.0,0.05677,52.06953,9.48536,546.0,512512.0,0.26667,
LRP12,1.0,0.0,1.0,2.0,67.957,1.0,0.05299,42.68209,8.69636,0.0,0.0,0.0,
LAMC2,26.0,1.13679,4.0,12.0,111.454,9.0,0.06114,62.89122,10.25695,4270.0,2818456.0,0.18182,
LAMA4,24.0,1.13679,4.0,8.0,105.197,1.0,0.05677,51.56953,9.48246,0.0,0.0,0.42857,
HS3ST1,1.0,0.0,1.0,2.0,62.25,1.0,0.05299,42.68209,8.69636,0.0,0.0,0.0,
AGRN,26.0,1.13679,4.0,12.0,105.338,3.0,0.05677,52.56953,9.48826,1090.0,1025000.0,0.18182,
PPARG,12.0,0.47549,6.0,16.0,191.1,3.0,0.07225,80.3588,11.04595,1070.25559,436472.0,0.08333,
PPARGC1A,14.0,0.43905,7.0,18.0,191.286,2.0,0.07225,83.2469,11.17648,1353.10542,425504.0,0.07843,
ADIPOQ,2.0,0.61557,2.0,4.0,158.929,1.0,0.06623,63.82662,10.4368,0.0,0.0,0.33333,
CYP26A1,8.0,0.75786,4.0,8.0,81.074,2.0,0.07225,48.86396,9.22429,307.71117,1373024.0,0.28571,
ADH1C,3.0,0.61557,2.0,6.0,73.787,1.0,0.06623,42.55339,8.49331,125.53734,707728.0,0.13333,
EDNRA,3.0,0.0,1.0,6.0,113.372,3.0,0.05677,54.29135,9.74642,1090.0,4120344.0,0.0,
ADCY2,1.0,0.0,1.0,2.0,68.953,1.0,0.05299,44.43566,8.95453,0.0,0.0,0.0,
INHBA,1.0,0.0,1.0,2.0,1.603,1.0,0.00578,1.0,0.01734,0.0,0.0,0.0,
ACVR1B,1.0,0.0,1.0,2.0,1.603,1.0,0.00578,1.0,0.01734,0.0,0.0,0.0,
GPCPD1,1.0,0.0,1.0,2.0,1.583,1.0,0.00578,1.0,0.01734,0.0,0.0,0.0,
ACHE,1.0,0.0,1.0,2.0,1.583,1.0,0.00578,1.0,0.01734,0.0,0.0,0.0,
ACSL1,1.0,0.0,1.0,2.0,9.109,1.0,0.04675,25.43069,4.70207,0.0,0.0,0.0,
SLC27A2,3.0,0.61557,2.0,6.0,20.711,4.0,0.05299,32.06199,6.27426,1626.0,8.567248E7,0.13333,
ACSL4,1.0,0.0,1.0,2.0,10.06,1.0,0.04675,25.43069,4.70207,0.0,0.0,0.0,
ACADL,3.0,0.0,1.0,6.0,13.467,3.0,0.04967,29.07805,5.49397,1090.0,6.8538008E7,0.0,
HLCS,2.0,0.0,1.0,4.0,2.185,3.0,0.00867,2.0,0.03035,2.0,8.0,0.0,
ACACB,1.0,0.0,1.0,2.0,1.969,1.0,0.00434,1.5,0.02601,0.0,0.0,0.0,
AOX1,10.0,0.75786,4.0,12.0,83.069,13.0,0.07225,50.97825,9.27651,6281.66801,1.22465576E8,0.12121,
GAD1,5.0,0.0,1.0,10.0,41.196,10.0,0.06114,40.37841,7.80874,4812.0,1.199412E8,0.0,
ALDH2,3.0,0.0,1.0,6.0,70.916,1.0,0.06623,41.32157,8.23515,211.9328,2999288.0,0.0,
ABAT,3.0,0.0,1.0,6.0,67.324,11.0,0.06623,44.18434,8.54843,5342.102,1.22436008E8,0.0,
